Add,Hotel,Zip,badgetext,extendadd,partial_entry,ratingDate,ratingbubble,review_title,stars
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",6,Lake Buena Vista,"My family and I stayed at Port Orleans FQ for our first trip to Disney. We were very pleased with the resort. The pool was great. My kids (ages 3 and 4) loved it. It was 82 and sunny in February, so the water wasn't...","February 15, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Pretty good hotel ,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",13,Lake Buena Vista,"Not that anything at WDW is really unknown, I feel as through POFQ doesn't get its due. Many don't love it because it is on the smaller side but that is what is the greatest asset. No matter where your room is you are just...","February 15, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",Hidden Gem,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",29,Lake Buena Vista,"Whenever we were booking our mid-winter trip to Disney World, I wanted two things: 1.A place that wasn't crowded, 2. a shuttle service that could get us to the parks in a reasonable amount of time (i.e. around 15 min.) for the cost of a...","February 26, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Solid choice for moderate resort,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",100,Lake Buena Vista,This place is super romantic. Don't let the cute pool steer you away if you are going as a couple. I had some of the best room service EVER! The maid left us cute little animal towels every day we stayed.....soooo fun!! The grounds are...,"April 3, 2013","ui_bubble_rating bubble_50,ratingDate relativeDate",One of the best affordable resorts on Disney Property!,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",40,Lake Buena Vista,"Stayed here for our honeymoon. Had a corner room, a reasonable size, in a block close to all the amenities the hotel had to offer. Good shower in the room, although some would probably find the bathroom a little small. Service in all quarters was...","April 4, 2013","ui_bubble_rating bubble_40,ratingDate relativeDate",Small but perfectly formed,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",15,Lake Buena Vista,We have stayed at 2 value resorts and 3 moderates and thought CBR was our favorite - not any more! I LOVED this resort. The small size and atmosphere were great. The rooms were typical Disney and somewhat cleaner then our last few trips. We...,"July 27, 2017","ui_bubble_rating bubble_50,ratingDate relativeDate",My new favorite resort!,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",24,Lake Buena Vista,"Average priced Disney resort but met all of our expectations and more. Rooms are spacious and cleaned well. Water taxi is a great way to get to Disney Springs... pool was perfect for our family, laundry room was a bonus, restaurant had a nice variety...","February 21, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Great time,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",35,Lake Buena Vista,"Having never, ever been to Orlando, or a Disney Resort, I have to say I was expecting something quite amazing. I was left feeling quite disappointed about this hotel, though as I said I've never been to Orlando so can't compare it against any others...","April 7, 2013","ui_bubble_rating bubble_30,ratingDate relativeDate",Very Average - little disappointed,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",17,Lake Buena Vista,We stayed for a week at this older style resort. Much quieter than the bigger resorts but still with the Disney vibe! We stayed in a river view room which was lovely and quiet.Onsite quick service restaurant offers decent comfort food with reasonable prices. For...,"February 10, 2017","ui_bubble_rating bubble_40,ratingDate relativeDate",Quiet Disney resort,3.5 Star Hotel
2201 Orleans Drive,Disney's Port Orleans Resort - French Quarter,"Orlando, FL 32830-8424",7,Lake Buena Vista,"For the price of this hotel, I would expect more. Despite booking almost a year in advance, we were placed in the building furthest away from amenities. The room was very dirty with black hairs and lipstick on the sheets! My husband developed a runny...","July 1, 2017","ui_bubble_rating bubble_30,ratingDate relativeDate",Very disappointed,3.5 Star Hotel
